id,title,posted_year,times_recommended
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2013.0,3
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2014.0,2
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2015.0,5
208650,Batman™: Arkham Knight,2015.0,26
208670,Blades of Time,2013.0,2
208670,Blades of Time,2015.0,2
208690,Borderlands 2: Creature Slaughterdome,2015.0,1
208730,Game of Thrones,2013.0,0
208730,Game of Thrones,2014.0,1
208730,Game of Thrones,2015.0,0
208750,Apotheon,2015.0,2
208812,Tomb Raider: Tomb of the Lost Adventurer,2014.0,0
20900,The Witcher: Enhanced Edition Director's Cut,2011.0,2
20900,The Witcher: Enhanced Edition Director's Cut,2013.0,0
20900,The Witcher: Enhanced Edition Director's Cut,2014.0,8
20900,The Witcher: Enhanced Edition Director's Cut,2015.0,7
209000,Batman™: Arkham Origins,2013.0,12
209000,Batman™: Arkham Origins,2014.0,30
209000,Batman™: Arkham Origins,2015.0,11
209060,Drunken Robot Pornography,2013.0,1
209060,Drunken Robot Pornography,2014.0,3
209080,Guns of Icarus Online,2013.0,7
209080,Guns of Icarus Online,2014.0,37
209080,Guns of Icarus Online,2015.0,16
209100,Resident Evil: Operation Raccoon City,2012.0,0
209100,Resident Evil: Operation Raccoon City,2014.0,1
209100,Resident Evil: Operation Raccoon City,2015.0,0
209160,Call of Duty®: Ghosts,2013.0,12
209160,Call of Duty®: Ghosts,2014.0,26
209160,Call of Duty®: Ghosts,2015.0,6
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2011.0,1
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2012.0,1
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2013.0,5
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2014.0,16
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2015.0,4
209270,Hero Academy,2012.0,1
209270,Hero Academy,2014.0,1
209360,All Zombies Must Die!: Scorepocalypse,2015.0,1
209370,Analogue: A Hate Story,2012.0,0
209370,Analogue: A Hate Story,2013.0,1
209370,Analogue: A Hate Story,2014.0,2
209370,Analogue: A Hate Story,2015.0,1
209520,Mini Motor Racing EVO,2013.0,1
209540,Strike Suit Zero,2013.0,4
209540,Strike Suit Zero,2014.0,1
209630,Magrunner: Dark Pulse,2014.0,0
209650,Call of Duty®: Advanced Warfare - Gold Edition,2014.0,19
209650,Call of Duty®: Advanced Warfare - Gold Edition,2015.0,19
209670,Cortex Command,2013.0,1
209670,Cortex Command,2014.0,5
209670,Cortex Command,2015.0,1
209690,Fieldrunners,2012.0,1
209730,R.A.W. Realms of Ancient War,2013.0,0
209730,R.A.W. Realms of Ancient War,2014.0,0
209790,Splice,2013.0,1
209830,Lone Survivor: The Director's Cut,2013.0,1
209830,Lone Survivor: The Director's Cut,2015.0,0
209870,Blacklight: Retribution,2012.0,11
209870,Blacklight: Retribution,2013.0,25
209870,Blacklight: Retribution,2014.0,51
209870,Blacklight: Retribution,2015.0,21
21000,LEGO Batman,2014.0,2
21000,LEGO Batman,2015.0,1
210170,Spirits,2014.0,1
210550,Angry Birds Space,2014.0,0
210770,Sanctum 2,2013.0,6
210770,Sanctum 2,2014.0,26
210770,Sanctum 2,2015.0,8
210870,Cloudberry Kingdom™,2014.0,1
210898,Crusader Kings II: Mediterranean Portraits,2014.0,1
21090,F.E.A.R.,2013.0,0
21090,F.E.A.R.,2014.0,2
21090,F.E.A.R.,2015.0,2
21100,F.E.A.R. 3,2012.0,0
21100,F.E.A.R. 3,2013.0,1
21100,F.E.A.R. 3,2014.0,3
21100,F.E.A.R. 3,2015.0,1
211160,Viking: Battle for Asgard,2014.0,0
211160,Viking: Battle for Asgard,2015.0,0
211180,Unmechanical,2012.0,1
211260,They Bleed Pixels,2013.0,1
211260,They Bleed Pixels,2014.0,0
211260,They Bleed Pixels,2015.0,2
211280,Primal Fears,2014.0,0
211400,Deadlight,2013.0,4
211400,Deadlight,2014.0,11
211400,Deadlight,2015.0,0
211420,DARK SOULS™: Prepare To Die™ Edition,2012.0,1
211420,DARK SOULS™: Prepare To Die™ Edition,2013.0,19
211420,DARK SOULS™: Prepare To Die™ Edition,2014.0,34
211420,DARK SOULS™: Prepare To Die™ Edition,2015.0,18
211440,Adventures of Shuggy,2014.0,1
211500,RaceRoom Racing Experience,2013.0,6
211500,RaceRoom Racing Experience,2014.0,4
211500,RaceRoom Racing Experience,2015.0,2
211600,Thief™ Gold,2014.0,3
211600,Thief™ Gold,2015.0,3
211740,Thief™ II: The Metal Age,2014.0,1
211780,Conflict Desert Storm™,2015.0,1
211820,Starbound,2013.0,96
211820,Starbound,2014.0,127
211820,Starbound,2015.0,53
212010,Galaxy on Fire 2™ Full HD,2014.0,0
212030,Kung Fu Strike - The Warrior's Rise,2014.0,1
212030,Kung Fu Strike - The Warrior's Rise,2015.0,1
212041,Kung Fu Strike: The Warrior's Rise - Master Level,2014.0,1
212070,Star Conflict,2013.0,4
212070,Star Conflict,2014.0,15
212070,Star Conflict,2015.0,10
212160,Vindictus,2013.0,1
212160,Vindictus,2014.0,10
212160,Vindictus,2015.0,8
212200,Mabinogi,2014.0,1
212200,Mabinogi,2015.0,2
212390,Continent of the Ninth Seal,2014.0,1
212410,Inversion™,2013.0,1
212480,Sonic &amp; All-Stars Racing Transformed,2013.0,18
212480,Sonic &amp; All-Stars Racing Transformed,2014.0,8
212480,Sonic &amp; All-Stars Racing Transformed,2015.0,6
212500,The Lord of the Rings Online™,2012.0,1
212500,The Lord of the Rings Online™,2013.0,2
212500,The Lord of the Rings Online™,2014.0,9
212500,The Lord of the Rings Online™,2015.0,4
212630,Tom Clancy's Ghost Recon: Future Soldier™,2013.0,1
212630,Tom Clancy's Ghost Recon: Future Soldier™,2015.0,1
212680,FTL: Faster Than Light,2012.0,7
212680,FTL: Faster Than Light,2013.0,22
212680,FTL: Faster Than Light,2014.0,60
212680,FTL: Faster Than Light,2015.0,20
212700,Party of Sin,2012.0,0
212800,Super Crate Box,2012.0,1
212800,Super Crate Box,2013.0,7
212800,Super Crate Box,2014.0,21
212800,Super Crate Box,2015.0,4
212893,Dishonored - Void Walker Arsenal,2015.0,2
213210,Borderlands 2: Mr. Torgue’s Campaign of Carnage,2015.0,1
213250,Borderlands 2: Sir Hammerlock’s Big Game Hunt,2015.0,0
213330,LEGO® Batman 2 DC Super Heroes™,2012.0,1
213330,LEGO® Batman 2 DC Super Heroes™,2014.0,2
213330,LEGO® Batman 2 DC Super Heroes™,2015.0,1
213610,Sonic Adventure 2,2013.0,2
213610,Sonic Adventure 2,2014.0,2
213610,Sonic Adventure 2,2015.0,2
213650,Dwarfs - F2P,2013.0,3
213650,Dwarfs - F2P,2014.0,11
213650,Dwarfs - F2P,2015.0,3
213670,South Park™: The Stick of Truth™,2014.0,52
213670,South Park™: The Stick of Truth™,2015.0,19
213850,Magic 2014 — Duels of the Planeswalkers,2013.0,3
213850,Magic 2014 — Duels of the Planeswalkers,2014.0,6
213850,Magic 2014 — Duels of the Planeswalkers,2015.0,1
214130,Aerofly FS 1 Flight Simulator,2014.0,1
214190,Minimum,2014.0,5
214190,Minimum,2015.0,4
214250,I Am Alive,2014.0,0
214340,Deponia,2014.0,0
214340,Deponia,2015.0,1
214420,Gear Up,2013.0,1
214420,Gear Up,2014.0,3
214420,Gear Up,2015.0,9
214490,Alien: Isolation,2014.0,19
214490,Alien: Isolation,2015.0,16
214510,LEGO The Lord of the Rings,2013.0,1
214510,LEGO The Lord of the Rings,2014.0,3
214550,Eets Munchies,2014.0,1
214560,Mark of the Ninja,2013.0,3
214560,Mark of the Ninja,2014.0,15
214560,Mark of the Ninja,2015.0,3
214610,Cherry Tree High Comedy Club,2014.0,1
214630,Call of Duty: Black Ops - Mac Edition,2013.0,1
214630,Call of Duty: Black Ops - Mac Edition,2014.0,1
214630,Call of Duty: Black Ops - Mac Edition,2015.0,1
214700,Thirty Flights of Loving,2013.0,0
214700,Thirty Flights of Loving,2014.0,1
214700,Thirty Flights of Loving,2015.0,0
214770,Guacamelee! Gold Edition,2014.0,9
214770,Guacamelee! Gold Edition,2015.0,1
214790,The Basement Collection,2013.0,1
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2014.0,5
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2015.0,0
214870,Painkiller Hell &amp; Damnation,2014.0,0
214870,Painkiller Hell &amp; Damnation,2015.0,2
214930,BioShock Infinite: Clash in the Clouds,2015.0,1
214931,BioShock Infinite: Burial at Sea - Episode One,2015.0,1
214933,BioShock Infinite - Season Pass,2015.0,1
214950,Total War™: ROME II - Emperor Edition,2013.0,15
214950,Total War™: ROME II - Emperor Edition,2014.0,30
214950,Total War™: ROME II - Emperor Edition,2015.0,12
214970,Intrusion 2,2013.0,1
214970,Intrusion 2,2014.0,0
214970,Intrusion 2,2015.0,0
215080,WAKFU,2014.0,4
215080,WAKFU,2015.0,2
215100,Ragnarok Online,2014.0,1
215100,Ragnarok Online,2015.0,2
215120,ROSE Online,2013.0,0
215256,Sleeping Dogs: Nightmare in North Point,2015.0,1
215280,Secret World Legends,2013.0,3
215280,Secret World Legends,2014.0,1
215280,Secret World Legends,2015.0,3
215470,Primal Carnage,2012.0,2
215470,Primal Carnage,2013.0,6
215470,Primal Carnage,2014.0,7
215470,Primal Carnage,2015.0,4
215510,Rocketbirds: Hardboiled Chicken,2014.0,0
215510,Rocketbirds: Hardboiled Chicken,2015.0,1
215530,The Incredible Adventures of Van Helsing,2013.0,3
215530,The Incredible Adventures of Van Helsing,2014.0,1
215530,The Incredible Adventures of Van Helsing,2015.0,1
215670,Home,2013.0,1
215670,Home,2014.0,1
215670,Home,2015.0,1
215710,Fieldrunners 2,2015.0,1
215870,Dungeon-Party,2013.0,1
216110,Tiny Troopers,2014.0,0
216110,Tiny Troopers,2015.0,3
216150,MapleStory,2013.0,8
216150,MapleStory,2014.0,7
216150,MapleStory,2015.0,5
216260,Don Bradman Cricket 14,2014.0,1
216260,Don Bradman Cricket 14,2015.0,3
21660,Street Fighter® IV,2011.0,1
21660,Street Fighter® IV,2014.0,1
216890,Blood Bowl: Chaos Edition,2013.0,1
216890,Blood Bowl: Chaos Edition,2014.0,0
21690,Resident Evil™ 5/ Biohazard 5®,2013.0,1
21690,Resident Evil™ 5/ Biohazard 5®,2014.0,1
21690,Resident Evil™ 5/ Biohazard 5®,2015.0,1
216910,Of Orcs And Men,2013.0,1
217100,Dementium II HD,2013.0,0
217100,Dementium II HD,2014.0,1
217140,Rise of the Triad,2013.0,4
217140,Rise of the Triad,2014.0,3
217200,Worms Armageddon,2013.0,1
217200,Worms Armageddon,2014.0,1
217200,Worms Armageddon,2015.0,3
217690,Anna - Extended Edition,2014.0,2
21780,Driver® Parallel Lines,2013.0,1
217920,Alien Rage - Unlimited,2014.0,1
217920,Alien Rage - Unlimited,2015.0,0
218040,Democracy 2,2014.0,0
218040,Democracy 2,2015.0,0
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013.0,3
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2014.0,8
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2015.0,2
218090,Unity of Command: Stalingrad Campaign,2014.0,1
218130,Dungeonland,2013.0,6
218130,Dungeonland,2014.0,4
218130,Dungeonland,2015.0,0
218230,PlanetSide 2,2012.0,16
218230,PlanetSide 2,2013.0,82
218230,PlanetSide 2,2014.0,138
218230,PlanetSide 2,2015.0,43
218410,Defender's Quest: Valley of the Forgotten (DX edition),2013.0,1
218410,Defender's Quest: Valley of the Forgotten (DX edition),2014.0,1
218550,Borderlands 2: Tiny Tina's Assault on Dragon Keep,2015.0,1
218560,Borderlands 2 Season Pass,2015.0,1
218640,Lucius,2014.0,2
218640,Lucius,2015.0,2
218680,Scribblenauts Unlimited,2013.0,6
218680,Scribblenauts Unlimited,2014.0,22
218680,Scribblenauts Unlimited,2015.0,3
218740,Pid,2014.0,4
218820,Mercenary Kings,2013.0,1
218820,Mercenary Kings,2014.0,1
219092,Call of Duty®: Black Ops II - Nuketown Zombies Map,2014.0,2
219103,Call of Duty®: Black Ops II - Apocalypse,2014.0,1
219103,Call of Duty®: Black Ops II - Apocalypse,2015.0,2
219150,Hotline Miami,2012.0,1
219150,Hotline Miami,2013.0,21
219150,Hotline Miami,2014.0,41
219150,Hotline Miami,2015.0,33
219190,Ultratron,2013.0,1
219190,Ultratron,2014.0,2
219340,The Banner Saga: Factions,2013.0,1
219640,Chivalry: Medieval Warfare,2012.0,4
219640,Chivalry: Medieval Warfare,2013.0,56
219640,Chivalry: Medieval Warfare,2014.0,57
219640,Chivalry: Medieval Warfare,2015.0,35
219680,Proteus,2013.0,0
219680,Proteus,2014.0,5
219680,Proteus,2015.0,1
219700,Dogs of War Online,2014.0,2
219830,King Arthur's Gold,2013.0,9
219830,King Arthur's Gold,2014.0,11
219830,King Arthur's Gold,2015.0,6
219890,Antichamber,2013.0,18
219890,Antichamber,2014.0,16
219890,Antichamber,2015.0,5
219910,Edna &amp; Harvey: Harvey's New Eyes,2013.0,1
219990,Grim Dawn,2013.0,2
219990,Grim Dawn,2014.0,1
219990,Grim Dawn,2015.0,5
220,Half-Life 2,2011.0,5
220,Half-Life 2,2012.0,11
220,Half-Life 2,2013.0,35
220,Half-Life 2,2014.0,75
220,Half-Life 2,2015.0,39
2200,Quake III Arena,2011.0,1
2200,Quake III Arena,2015.0,1
22000,World of Goo,2012.0,1
22000,World of Goo,2013.0,2
22000,World of Goo,2014.0,3
22000,World of Goo,2015.0,0
220160,Trials Evolution: Gold Edition,2013.0,3
220160,Trials Evolution: Gold Edition,2014.0,5
220160,Trials Evolution: Gold Edition,2015.0,1
220200,Kerbal Space Program,2013.0,27
220200,Kerbal Space Program,2014.0,58
220200,Kerbal Space Program,2015.0,31
220240,Far Cry 3,2012.0,3
220240,Far Cry 3,2013.0,24
220240,Far Cry 3,2014.0,51
220240,Far Cry 3,2015.0,12
220260,Farming Simulator 2013 Titanium Edition,2013.0,8
220260,Farming Simulator 2013 Titanium Edition,2014.0,5
220260,Farming Simulator 2013 Titanium Edition,2015.0,1
220440,DmC: Devil May Cry,2013.0,4
220440,DmC: Devil May Cry,2014.0,2
220440,DmC: Devil May Cry,2015.0,6
220460,Cargo Commander,2013.0,1
220660,StarDrive,2014.0,0
220660,StarDrive,2015.0,1
220700,RPG Maker VX Ace,2013.0,2
220700,RPG Maker VX Ace,2014.0,4
220740,Chaos on Deponia,2014.0,1
220780,Thomas Was Alone,2013.0,7
220780,Thomas Was Alone,2014.0,12
220780,Thomas Was Alone,2015.0,2
220820,Zombie Driver HD,2014.0,2
220820,Zombie Driver HD,2015.0,0
220860,McPixel,2013.0,6
220860,McPixel,2014.0,6
220860,McPixel,2015.0,1
220900,Jack Lumber,2013.0,1
220900,Jack Lumber,2015.0,1
22100,Mount &amp; Blade,2011.0,1
22100,Mount &amp; Blade,2012.0,0
22100,Mount &amp; Blade,2013.0,1
22100,Mount &amp; Blade,2014.0,1
22100,Mount &amp; Blade,2015.0,1
221001,FTL: Faster Than Light - Soundtrack,2015.0,1
221020,Towns,2014.0,1
221020,Towns,2015.0,1
221040,Resident Evil 6 / Biohazard 6,2013.0,2
221040,Resident Evil 6 / Biohazard 6,2014.0,4
221040,Resident Evil 6 / Biohazard 6,2015.0,5
221100,DayZ,2013.0,58
221100,DayZ,2014.0,297
221100,DayZ,2015.0,74
221180,Eufloria HD,2014.0,1
22120,Penumbra: Black Plague Gold Edition,2012.0,1
22120,Penumbra: Black Plague Gold Edition,2014.0,1
22120,Penumbra: Black Plague Gold Edition,2015.0,1
221260,Little Inferno,2012.0,1
221260,Little Inferno,2013.0,12
221260,Little Inferno,2014.0,7
221260,Little Inferno,2015.0,8
221380,Age of Empires II HD,2013.0,14
221380,Age of Empires II HD,2014.0,30
221380,Age of Empires II HD,2015.0,25
221540,DG2: Defense Grid 2,2014.0,5
221540,DG2: Defense Grid 2,2015.0,1
221640,Super Hexagon,2012.0,1
221640,Super Hexagon,2013.0,31
221640,Super Hexagon,2014.0,68
221640,Super Hexagon,2015.0,15
221680,Rocksmith® 2014 Edition - Remastered,2013.0,3
221680,Rocksmith® 2014 Edition - Remastered,2014.0,4
221680,Rocksmith® 2014 Edition - Remastered,2015.0,2
22180,Penumbra Overture,2013.0,1
22180,Penumbra Overture,2014.0,1
22180,Penumbra Overture,2015.0,1
221810,The Cave,2013.0,1
221810,The Cave,2014.0,1
221910,The Stanley Parable,2013.0,23
221910,The Stanley Parable,2014.0,49
221910,The Stanley Parable,2015.0,11
22200,Zeno Clash,2011.0,3
22200,Zeno Clash,2012.0,1
22200,Zeno Clash,2013.0,1
22200,Zeno Clash,2015.0,0
222140,Puddle,2014.0,1
22230,Rock of Ages,2013.0,0
22230,Rock of Ages,2014.0,2
22230,Rock of Ages,2015.0,0
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,2015.0,0
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,2015.0,1
222480,Resident Evil Revelations / Biohazard Revelations,2013.0,0
222480,Resident Evil Revelations / Biohazard Revelations,2014.0,0
222520,Champions of Regnum,2013.0,1
222520,Champions of Regnum,2014.0,4
222587,Train Simulator: DB BR232 Loco Add-On,2015.0,1
222660,Retro/Grade,2014.0,1
222730,Reus,2013.0,7
222730,Reus,2014.0,5
222730,Reus,2015.0,2
222750,Wargame: Airland Battle,2013.0,7
222750,Wargame: Airland Battle,2014.0,5
222750,Wargame: Airland Battle,2015.0,2
222880,Insurgency,2013.0,4
222880,Insurgency,2014.0,78
222880,Insurgency,2015.0,66
222940,THE KING OF FIGHTERS XIII STEAM EDITION,2014.0,3
222940,THE KING OF FIGHTERS XIII STEAM EDITION,2015.0,2
222980,Dead Pixels,2012.0,1
222980,Dead Pixels,2013.0,2
222980,Dead Pixels,2014.0,3
222980,Dead Pixels,2015.0,2
22300,Fallout 3,2013.0,2
22300,Fallout 3,2014.0,9
22300,Fallout 3,2015.0,10
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,2012.0,1
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,2013.0,2
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,2014.0,5
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,2015.0,5
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2011.0,2
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2013.0,1
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2014.0,7
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2015.0,6
223470,POSTAL 2,2013.0,5
223470,POSTAL 2,2014.0,26
223470,POSTAL 2,2015.0,22
22350,BRINK,2011.0,2
22350,BRINK,2012.0,0
22350,BRINK,2014.0,1
22350,BRINK,2015.0,0
223510,Miasmata,2013.0,1
22370,Fallout 3: Game of the Year Edition,2011.0,2
22370,Fallout 3: Game of the Year Edition,2012.0,3
22370,Fallout 3: Game of the Year Edition,2013.0,7
22370,Fallout 3: Game of the Year Edition,2014.0,16
22370,Fallout 3: Game of the Year Edition,2015.0,23
223710,Cry of Fear,2013.0,14
223710,Cry of Fear,2014.0,32
223710,Cry of Fear,2015.0,16
223770,DCS: P-51D Mustang,2014.0,1
22380,Fallout: New Vegas,2010.0,1
22380,Fallout: New Vegas,2011.0,3
22380,Fallout: New Vegas,2012.0,5
22380,Fallout: New Vegas,2013.0,18
22380,Fallout: New Vegas,2014.0,56
22380,Fallout: New Vegas,2015.0,55
223810,Ys I &amp; II Chronicles+,2013.0,1
223830,Xenonauts,2014.0,2
223850,3DMark,2015.0,2
224260,No More Room in Hell,2013.0,64
224260,No More Room in Hell,2014.0,105
224260,No More Room in Hell,2015.0,38
224460,Contrast,2014.0,5
224460,Contrast,2015.0,3
224480,Octodad: Dadliest Catch,2014.0,22
224480,Octodad: Dadliest Catch,2015.0,3
22450,Hunted: The Demon’s Forge™,2015.0,1
224500,Gnomoria,2013.0,2
224500,Gnomoria,2014.0,2
224500,Gnomoria,2015.0,1
224540,Ace of Spades: Battle Builder,2013.0,21
224540,Ace of Spades: Battle Builder,2014.0,48
224540,Ace of Spades: Battle Builder,2015.0,12
224580,Arma II: DayZ Mod,2013.0,9
224580,Arma II: DayZ Mod,2014.0,11
224580,Arma II: DayZ Mod,2015.0,1
224600,Defiance,2013.0,8
224600,Defiance,2014.0,23
224600,Defiance,2015.0,4
224760,FEZ,2013.0,6
224760,FEZ,2014.0,16
224760,FEZ,2015.0,7
224820,Super House of Dead Ninjas,2013.0,2
224820,Super House of Dead Ninjas,2014.0,1
224820,Super House of Dead Ninjas,2015.0,1
224900,Iron Sky: Invasion,2014.0,1
224960,Tomb Raider I,2013.0,1
224960,Tomb Raider I,2015.0,1
225080,Brothers - A Tale of Two Sons,2013.0,4
225080,Brothers - A Tale of Two Sons,2014.0,22
225080,Brothers - A Tale of Two Sons,2015.0,4
225160,Shadow Warrior Classic Redux,2013.0,1
225160,Shadow Warrior Classic Redux,2014.0,1
225260,Brutal Legend,2013.0,5
225260,Brutal Legend,2014.0,12
225260,Brutal Legend,2015.0,3
225280,Full Mojo Rampage,2014.0,1
225280,Full Mojo Rampage,2015.0,1
225300,Tomb Raider II,2014.0,1
225340,XCOM: Enemy Within,2014.0,1
225340,XCOM: Enemy Within,2015.0,0
225360,DARK,2013.0,0
225360,DARK,2014.0,0
225420,Cities in Motion 2,2013.0,1
225420,Cities in Motion 2,2014.0,2
225540,Just Cause™ 3,2015.0,30
225600,Blade Symphony,2013.0,1
225600,Blade Symphony,2014.0,8
225600,Blade Symphony,2015.0,0
225640,Sacred 2 Gold,2015.0,1
225833,Borderlands 2: Assassin Supremacy Pack,2014.0,1
22600,Worms Reloaded,2010.0,2
22600,Worms Reloaded,2011.0,0
22600,Worms Reloaded,2012.0,1
22600,Worms Reloaded,2013.0,1
22600,Worms Reloaded,2014.0,2
22600,Worms Reloaded,2015.0,4
22610,Alien Breed: Impact,2013.0,1
22650,Alien Breed 2: Assault,2014.0,0
226560,Escape Dead Island,2014.0,1
226580,F1 2014,2014.0,1
226580,F1 2014,2015.0,2
226620,Desktop Dungeons,2013.0,1
226620,Desktop Dungeons,2014.0,2
226669,Crusader Kings II: Warriors of Faith Unit Pack,2014.0,0
226720,LOST PLANET® 3,2014.0,2
226720,LOST PLANET® 3,2015.0,2
226740,Monster Loves You!,2013.0,2
226740,Monster Loves You!,2014.0,2
226740,Monster Loves You!,2015.0,1
226860,Galactic Civilizations III,2015.0,3
226960,Ironclad Tactics,2013.0,2
226960,Ironclad Tactics,2014.0,0
2270,Wolfenstein 3D,2012.0,1
2270,Wolfenstein 3D,2014.0,1
2270,Wolfenstein 3D,2015.0,1
227020,Rise of Venice,2013.0,0
227080,Papo &amp; Yo,2014.0,2
227100,Sniper Elite: Nazi Zombie Army,2013.0,6
227100,Sniper Elite: Nazi Zombie Army,2014.0,2
227100,Sniper Elite: Nazi Zombie Army,2015.0,1
227160,Kinetic Void,2014.0,2
227180,Kingdom Wars,2013.0,1
227180,Kingdom Wars,2014.0,2
227180,Kingdom Wars,2015.0,6
227200,Waking Mars,2014.0,1
227220,Sang-Froid - Tales of Werewolves,2014.0,3
227220,Sang-Froid - Tales of Werewolves,2015.0,0
227240,Construct 2,2015.0,0
227260,DisplayFusion,2015.0,1
227300,Euro Truck Simulator 2,2013.0,10
227300,Euro Truck Simulator 2,2014.0,49
227300,Euro Truck Simulator 2,2015.0,25
227310,Euro Truck Simulator 2 - Going East!,2014.0,0
227480,God Mode,2013.0,2
227480,God Mode,2014.0,3
227480,God Mode,2015.0,1
227560,Scourge: Outbreak,2014.0,1
227580,"10,000,000",2014.0,2
227580,"10,000,000",2015.0,1
227600,Castle of Illusion,2014.0,1
227780,Serious Sam Classics: Revolution,2014.0,1
227780,Serious Sam Classics: Revolution,2015.0,1
227860,Castle Story,2013.0,1
227860,Castle Story,2014.0,2
227860,Castle Story,2015.0,0
227940,Heroes &amp; Generals,2014.0,52
227940,Heroes &amp; Generals,2015.0,65
2280,Ultimate Doom,2013.0,0
2280,Ultimate Doom,2014.0,2
2280,Ultimate Doom,2015.0,3
228180,Action! - Gameplay Recording and Streaming,2014.0,2
228260,Fallen Enchantress: Legendary Heroes,2013.0,2
228260,Fallen Enchantress: Legendary Heroes,2015.0,1
228280,Baldur's Gate: Enhanced Edition,2013.0,1
228280,Baldur's Gate: Enhanced Edition,2014.0,0
228280,Baldur's Gate: Enhanced Edition,2015.0,1
228300,Remember Me,2013.0,4
228300,Remember Me,2014.0,4
228300,Remember Me,2015.0,2
228380,Next Car Game: Wreckfest,2014.0,16
228380,Next Car Game: Wreckfest,2015.0,5
228400,Ace Combat Assault Horizon - Enhanced Edition,2014.0,4
228440,Cubemen 2,2015.0,1
228760,TrackMania² Canyon,2014.0,0
228760,TrackMania² Canyon,2015.0,2
228960,Skulls of the Shogun,2014.0,1
228960,Skulls of the Shogun,2015.0,1
229580,Dream,2014.0,2
229580,Dream,2015.0,0
229870,ShootMania Storm,2014.0,0
229870,ShootMania Storm,2015.0,0
2300,DOOM II,2010.0,1
2300,DOOM II,2015.0,1
230050,DLC Quest,2013.0,9
230050,DLC Quest,2014.0,10
230050,DLC Quest,2015.0,6
230070,The Age of Decadence,2014.0,1
230090,Borderlands 2 - Psycho Pack,2014.0,0
230190,War for the Overworld,2013.0,0
230190,War for the Overworld,2014.0,2
230190,War for the Overworld,2015.0,3
230230,Divinity: Original Sin (Classic),2014.0,11
230230,Divinity: Original Sin (Classic),2015.0,3
230310,Akaneiro: Demon Hunters,2013.0,1
230410,Warframe,2013.0,91
230410,Warframe,2014.0,219
230410,Warframe,2015.0,135
230700,La-Mulana,2013.0,0
230700,La-Mulana,2015.0,1
230820,The Night of the Rabbit,2015.0,1
230840,Daylight,2014.0,1
230980,Starseed Pilgrim,2014.0,0
2310,QUAKE,2012.0,1
2310,QUAKE,2014.0,1
2310,QUAKE,2015.0,0
231040,Beatbuddy: Tale of the Guardians,2014.0,1
231060,Ragnarok Online 2,2013.0,2
231060,Ragnarok Online 2,2014.0,1
231060,Ragnarok Online 2,2015.0,1
231140,Cities XL Platinum,2013.0,1
231140,Cities XL Platinum,2014.0,1
231140,Cities XL Platinum,2015.0,1
231160,The Swapper,2013.0,1
231160,The Swapper,2014.0,7
231310,MirrorMoon EP,2013.0,1
231310,MirrorMoon EP,2014.0,3
231330,Deadfall Adventures,2014.0,1
231430,Company of Heroes 2,2013.0,10
231430,Company of Heroes 2,2014.0,31
231430,Company of Heroes 2,2015.0,19
231740,Knights of Pen and Paper +1 Edition,2014.0,3
231740,Knights of Pen and Paper +1 Edition,2015.0,0
231910,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,2015.0,0
232010,Euro Truck Simulator,2013.0,1
232010,Euro Truck Simulator,2014.0,2
232010,Euro Truck Simulator,2015.0,0
232050,Eador. Masters of the Broken World,2013.0,0
232050,Eador. Masters of the Broken World,2014.0,1
232090,Killing Floor 2,2015.0,79
232430,Gone Home,2013.0,8
232430,Gone Home,2014.0,17
232430,Gone Home,2015.0,6
232450,SolForge,2014.0,1
232750,Mars: War Logs,2013.0,1
232750,Mars: War Logs,2014.0,1
232770,POSTAL,2014.0,0
232770,POSTAL,2015.0,2
232790,Broken Age,2014.0,11
232790,Broken Age,2015.0,3
232890,Stronghold Crusader 2,2014.0,2
232890,Stronghold Crusader 2,2015.0,1
232910,TrackMania² Stadium,2013.0,5
232910,TrackMania² Stadium,2014.0,1
232910,TrackMania² Stadium,2015.0,1
232950,Bridge Project,2014.0,1
232970,Thunder Wolves,2014.0,1
